90,0603895C,Ballistic Missile Defense System Space Programs,04,6515,Advanced Component Development And Prototypes
91,0603896C,Ballistic Missile Defense Command and Control Battle Management and Communications,04,418355,Advanced Component Development And Prototypes
92,0603898C,Ballistic Missile Defense Joint Warfighter Support,04,47419,Advanced Component Development And Prototypes
93,0603904C,Missile Defense Integration & Operations Center (MDIOC),04,52131,Advanced Component Development And Prototypes
94,0603906C,Regarding Trench,04,13864,Advanced Component Development And Prototypes
95,0603907C,Sea Based X-Band Radar (SBX),04,44478,Advanced Component Development And Prototypes
96,0603913C,Israeli Cooperative Programs,04,95782,Advanced Component Development And Prototypes
97,0603914C,Ballistic Missile Defense Test,04,375866,Advanced Component Development And Prototypes
98,0603915C,Ballistic Missile Defense Targets,04,495257,Advanced Component Development And Prototypes
99,0603920D8Z,Humanitarian Demining,04,11704,Advanced Component Development And Prototypes
100,0603923D8Z,Coalition Warfare,04,9842,Advanced Component Development And Prototypes
101,0604016D8Z,Department of Defense Corrosion Program,04,3312,Advanced Component Development And Prototypes
102,0604250D8Z,Advanced Innovative Technologies,04,130000,Advanced Component Development And Prototypes
103,0604400D8Z,Department of Defense (DoD) Unmanned Aircraft System (UAS) Common Development,04,8300,Advanced Component Development And Prototypes
104,0604445J,Wide Area Surveillance,04,30000,Advanced Component Development And Prototypes
108,0604787J,Joint Systems Integration,04,7402,Advanced Component Development And Prototypes
110,0604828J,Joint FIRES Integration and Interoperability Team,04,7506,Advanced Component Development And Prototypes
111,0604880C,Land-Based SM-3 (LBSM3),04,129374,Advanced Component Development And Prototypes
112,0604881C,AEGIS SM-3 Block IIA Co-Development,04,308522,Advanced Component Development And Prototypes
115,0303191D8Z,Joint Electromagnetic Technology (JET) Program,04,3169,Advanced Component Development And Prototypes
116,0305103C,Cyber Security Initiative,04,946,Advanced Component Development And Prototypes
118,0604161D8Z,Nuclear and Conventional Physical Security Equipment RDT&E SDD,05,8155,System Development And Demonstration
119,0604165D8Z,Prompt Global Strike Capability Development,05,65440,System Development And Demonstration
120,0604384BP,Chemical and Biological Defense Program - EMD,05,451306,System Development And Demonstration
122,0604764K,Advanced IT Services Joint Program Office (AITS-JPO),05,29138,System Development And Demonstration
123,0604771D8Z,Joint Tactical Information Distribution System (JTIDS),05,19475,System Development And Demonstration
124,0605000BR,Weapons of Mass Destruction Defeat Capabilities,05,12901,System Development And Demonstration
125,0605013BL,Information Technology Development,05,13812,System Development And Demonstration
126,0605021SE,Homeland Personnel Security Initiative,05,386,System Development And Demonstration
127,0605022D8Z,Defense Exportability Program,05,3763,System Development And Demonstration
128,0605027D8Z,OUSD(C) IT Development Initiatives,05,6788,System Development And Demonstration
129,0605070S,DOD Enterprise Systems Development and Demonstration,05,27917,System Development And Demonstration
130,0605075D8Z,DCMO Policy and Integration,05,22297,System Development And Demonstration
131,0605080S,Defense Agency Intiatives (DAI) - Financial System,05,51689,System Development And Demonstration
132,0605210D8Z,Defense-Wide Electronic Procurement Capabilities,05,6184,System Development And Demonstration
133,0303141K,Global Combat Support System,05,12083,System Development And Demonstration
134,0305304D8Z,DoD Enterprise Energy Information Management (EEIM),05,3302,System Development And Demonstration
135,0604774D8Z,Defense Readiness Reporting System (DRRS),06,6393,Management Support
136,0604875D8Z,Joint Systems Architecture Development,06,2479,Management Support
137,0604940D8Z,Central Test and Evaluation Investment Development (CTEIP),06,240213,Management Support
138,0604942D8Z,Assessments and Evaluations,06,2127,Management Support
139,0604943D8Z,Thermal Vicar,06,8287,Management Support
140,0605100D8Z,Joint Mission Environment Test Capability (JMETC),06,31000,Management Support
141,0605104D8Z,Technical Studies Support and Analysis,06,24379,Management Support
143,0605117D8Z,Foreign Materiel Acquisition and Exploitation,06,54311,Management Support
144,0605126J,Joint Integrated Air and Missile Defense Organization (JIAMDO),06,47462,Management Support
146,0605130D8Z,Foreign Comparative Testing,06,12134,Management Support
147,0605142D8Z,Systems Engineering,06,44237,Management Support
148,0605151D8Z,Studies and Analysis Support - OSD,06,5871,Management Support
149,0605161D8Z,Nuclear Matters-Physical Security,06,5028,Management Support
150,0605170D8Z,Support to Networks and Information Integration,06,6301,Management Support
151,0605200D8Z,General Support to USD (Intelligence),06,6504,Management Support
152,0605384BP,Chemical and Biological Defense Program,06,92046,Management Support
158,0605790D8Z,Small Business Innovation Research (SBIR)/ Small Business Technology Transfer (STTR),06,1868,Management Support
159,0605798D8Z,Defense Technology Analysis,06,8362,Management Support
160,0605801KA,Defense Technical Information Center (DTIC),06,56024,Management Support
161,0605803SE,R&D in Support of DoD Enlistment Testing and Evaluation,06,6908,Management Support
162,0605804D8Z,Development Test and Evaluation,06,15451,Management Support
164,0605898E,Management HQ - R&D,06,71659,Management Support
165,0606100D8Z,Budget and Program Assessments,06,4083,Management Support
167,0203345D8Z,Defense Operations Security Initiative (DOSI),06,5306,Management Support
168,0204571J,Joint Staff Analytical Support,06,2097,Management Support
172,0303166J,Support to Information Operations (IO) Capabilities,06,8394,Management Support
175,0305193D8Z,Cyber Intelligence,06,7624,Management Support
178,0804767D8Z,COCOM Exercise Engagement and Training Transformation (CE2T2),06,43247,Management Support
179,0901598C,Management HQ - MDA,06,37712,Management Support
180,0901598D8W,Management Headquarters WHS,06,607,Management Support
182,0604130V,Enterprise Security System (ESS),07,7552,Operational System Development
183,0605127T,Regional International Outreach (RIO) and Partnership for Peace,07,3270,Operational System Development
184,0605147T,Overseas Humanitarian Assistance Shared Information System (OHASIS),07,287,Operational System Development
185,0607210D8Z,Industrial Base Analysis and Sustainment Support,07,14000,Operational System Development
186,0607310D8Z,Operational Systems Development,07,1955,Operational System Development
187,0607327T,Global Theater Security Cooperation Management Information Systems (G-TSCMIS),07,13250,Operational System Development
188,0607384BP,Chemical and Biological Defense (Operational Systems Development),07,13026,Operational System Development
190,0607828J,Joint Integration and Interoperability,07,12652,Operational System Development
191,0208043J,Planning and Decision Aid System (PDAS),07,3061,Operational System Development
192,0208045K,C4I Interoperability,07,72726,Operational System Development
194,0301144K,Joint/Allied Coalition Information Sharing,07,6524,Operational System Development
201,0302016K,National Military Command System-Wide Support,07,512,Operational System Development
202,0302019K,Defense Info Infrastructure Engineering and Integration,07,12867,Operational System Development
203,0303126K,Long-Haul Communications - DCS,07,36565,Operational System Development
204,0303131K,Minimum Essential Emergency Communications Network (MEECN),07,13144,Operational System Development
207,0303140D8Z,Information Systems Security Program,07,10673,Operational System Development
210,0303150K,Global Command and Control System,07,34288,Operational System Development
211,0303153K,Defense Spectrum Organization,07,7741,Operational System Development
212,0303170K,Net-Centric Enterprise Services (NCES),07,3325,Operational System Development
213,0303260D8Z,Defense Military Deception Program Office (DMDPO),07,1246,Operational System Development
214,0303610K,Teleport Program,07,5147,Operational System Development
216,0304210BB,Special Applications for Contingencies,07,17352,Operational System Development
220,0305103K,Cyber Security Initiative,07,3658,Operational System Development
221,0305125D8Z,Critical Infrastructure Protection (CIP),07,9752,Operational System Development
225,0305186D8Z,Policy R&D Programs,07,3210,Operational System Development
227,0305199D8Z,Net Centricity,07,21602,Operational System Development
230,0305208BB,Distributed Common Ground/Surface Systems,07,5195,Operational System Development
233,0305208K,Distributed Common Ground/Surface Systems,07,3348,Operational System Development
235,0305219BB,MQ-1 Predator A UAV,07,641,Operational System Development
238,0305387D8Z,Homeland Defense Technology Transfer Program,07,2338,Operational System Development
239,0305600D8Z,International Intelligence Technology and Architectures,07,4372,Operational System Development
247,0708011S,Industrial Preparedness,07,24691,Operational System Development
248,0708012S,Logistics Support Activities,07,4659,Operational System Development
249,0902298J,Management HQ - OJCS,07,3533,Operational System Development
250,1105219BB,MQ-9 UAV,07,1314,Operational System Development
254,1160403BB,Aviation Systems,07,156561,Operational System Development
256,1160405BB,Special Operations Intelligence Systems Development,07,7705,Operational System Development
257,1160408BB,SOF Operational Enhancements,07,42620,Operational System Development
261,1160431BB,Warrior Systems,07,17970,Operational System Development
262,1160432BB,Special Programs,07,7424,Operational System Development
268,1160480BB,SOF Tactical Vehicles,07,2206,Operational System Development
271,1160483BB,Maritime Systems,07,18325,Operational System Development
274,1160489BB,SOF Global Video Surveillance Activities,07,3304,Operational System Development
275,1160490BB,SOF Operational Enhancements Intelligence,07,16021,Operational System Development
